Область,Район,Назва,"Категорія (міська, сільська, селищна)",В якому році остаточно сформована?,Кількість населених пунктів,Площа,Населення (2021)
Миколаївська область,Баштанський район,Володимирівська територіальна громада,сільська,2020,17,346.7,3358
Миколаївська область,Баштанський район,Вільнозапорізька територіальна громада,сільська,2020,22,365.6,5527
Миколаївська область,Баштанський район,Горохівська територіальна громада,сільська,2020,19,300,7272
Миколаївська область,Баштанський район,Казанківська територіальна громада,селищна,2020,54,1000.3,14836
Миколаївська область,Баштанський район,Новобузька територіальна громада,міська,2020,12,452.1,18365
Миколаївська область,Баштанський район,Привільненська територіальна громада,сільська,2020,19,465.2,5674
Миколаївська область,Баштанський район,Снігурівська територіальна громада,міська,2020,23,634.4,23199
Миколаївська область,Баштанський район,Софіївська територіальна громада,сільська,2020,24,426.5,5650
Миколаївська область,Баштанський район,Широківська територіальна громада,сільська,2020,7,216,3425
Миколаївська область,Вознесенський район,Єланецька територіальна громада,селищна,2020,34,1018.1,14624
Миколаївська область,Вознесенський район,Братська територіальна громада,селищна,2020,34,706.5,11983
Миколаївська область,Вознесенський район,Бузька територіальна громада,сільська,2020,9,306.4,5306
Миколаївська область,Вознесенський район,Веселинівська територіальна громада,селищна,2020,44,975.9,17667
Миколаївська область,Вознесенський район,Вознесенська територіальна громада,міська,2020,3,95.8,35420
Миколаївська область,Вознесенський район,Доманівська територіальна громада,селищна,2020,31,729.7,14671
Миколаївська область,Вознесенський район,Дорошівська територіальна громада,сільська,2020,8,357.6,5442
Миколаївська область,Вознесенський район,Мостівська територіальна громада,сільська,2020,18,428.2,4442
Миколаївська область,Вознесенський район,Новомар'ївська територіальна громада,сільська,2020,26,422.4,4947
Миколаївська область,Вознесенський район,Олександрівська територіальна громада,селищна,2020,8,288.2,9020
Миколаївська область,Вознесенський район,Прибужанівська територіальна громада,сільська,2020,20,365.9,7681
Миколаївська область,Вознесенський район,Прибузька територіальна громада,сільська,2020,13,299.3,5016
Миколаївська область,Вознесенський район,Южноукраїнська територіальна громада,міська,2020,5,158.7,42117
Миколаївська область,Миколаївський район,Березанська територіальна громада,селищна,2020,35,896.5,13701
Миколаївська область,Миколаївський район,Веснянська територіальна громада,сільська,2020,17,352.7,8719
Миколаївська область,Миколаївський район,Воскресенська територіальна громада,селищна,2020,9,329.9,14988
Миколаївська область,Миколаївський район,Галицинівська територіальна громада,сільська,2020,6,311.1,7502
Миколаївська область,Миколаївський район,Коблівська територіальна громада,сільська,2020,12,428.4,7789
Миколаївська область,Миколаївський район,Костянтинівська територіальна громада,сільська,2020,11,446.4,9671
Миколаївська область,Миколаївський район,Куцурубська територіальна громада,сільська,2020,12,533.9,7572
Миколаївська область,Миколаївський район,Миколаївська територіальна громада,міська,2020,1,248.7,476101
Миколаївська область,Миколаївський район,Мішково-Погорілівська територіальна громада,сільська,2020,7,172.5,7174
Миколаївська область,Миколаївський район,Нечаянська територіальна громада,сільська,2020,13,253.5,4244
Миколаївська область,Миколаївський район,Новоодеська територіальна громада,міська,2020,16,617.5,17478
Миколаївська область,Миколаївський район,Ольшанська територіальна громада,селищна,2020,13,247.1,9065
Миколаївська область,Миколаївський район,Очаківська територіальна громада,міська,2020,4,295,14621
Миколаївська область,Миколаївський район,Первомайська територіальна громада,селищна,2020,11,377,9390
Миколаївська область,Миколаївський район,Радсадівська територіальна громада,сільська,2020,6,168.3,4125
Миколаївська область,Миколаївський район,Степівська територіальна громада,сільська,2020,16,787,8895
Миколаївська область,Миколаївський район,Сухоєланецька територіальна громада,сільська,2020,15,368.7,4819
Миколаївська область,Миколаївський район,Чорноморська територіальна громада,сільська,2020,13,339.9,5298
Миколаївська область,Миколаївський район,Шевченківська територіальна громада,сільська,2020,21,515.8,14410
Миколаївська область,Первомайський район,Арбузинська територіальна громада,селищна,2020,13,429.3,10258
Миколаївська область,Первомайський район,Благодатненська територіальна громада,сільська,2020,12,403.4,5688
Миколаївська область,Первомайський район,Врадіївська територіальна громада,селищна,2020,37,800.6,16640
Миколаївська область,Первомайський район,Кам'яномостівська територіальна громада,сільська,2020,15,328.8,7339
Миколаївська область,Первомайський район,Кривоозерська територіальна громада,селищна,2020,27,814.2,23508
Миколаївська область,Первомайський район,Мигіївська територіальна громада,сільська,2020,13,391.1,8243
Миколаївська область,Первомайський район,Первомайська територіальна громада,міська,2020,7,282,70327
Миколаївська область,Первомайський район,Синюхинобрідська територіальна громада,сільська,2020,17,343.1,5754
Одеська область,Ізмаїльський район,Ізмаїльська територіальна громада,міська,2020,1,50.4,70731
Одеська область,Ізмаїльський район,Вилківська територіальна громада,міська,2020,5,585.9,12723
Одеська область,Ізмаїльський район,Кілійська територіальна громада,міська,2020,11,713.7,33699
Одеська область,Ізмаїльський район,Ренійська територіальна громада,міська,2020,8,521.4,35637
Одеська область,Ізмаїльський район,Саф'янівська територіальна громада,сільська,2020,19,995.1,42588
Одеська область,Ізмаїльський район,Суворовська територіальна громада,селищна,2020,7,370.9,11916
Одеська область,Березівський район,Іванівська територіальна громада,селищна,2020,19,431.4,8137
Одеська область,Березівський район,Андрієво-Іванівська територіальна громада,сільська,2020,12,306.5,5233
Одеська область,Березівський район,Березівська територіальна громада,міська,2020,27,686.9,16531
Одеська область,Березівський район,Великобуялицька територіальна громада,сільська,2020,3,165.9,6086
Одеська область,Березівський район,Знам’янська територіальна громада,сільська,2020,17,411,8447
Одеська область,Березівський район,Коноплянська територіальна громада,сільська,2020,20,445,6339
Одеська область,Березівський район,Курісовська територіальна громада,сільська,2020,8,257.6,8505
Одеська область,Березівський район,Миколаївська територіальна громада,селищна,2020,23,537,7172
Одеська область,Березівський район,Новокальчевська територіальна громада,сільська,2020,12,434,4001
Одеська область,Березівський район,Петровірівська територіальна громада,сільська,2020,10,293.3,4847
Одеська область,Березівський район,Раухівська територіальна громада,селищна,2020,11,280.8,7849
Одеська область,Березівський район,Розквітівська територіальна громада,сільська,2020,14,236.8,4092
Одеська область,Березівський район,Старомаяківська територіальна громада,сільська,2020,18,305.2,4518
Одеська область,Березівський район,Стрюківська територіальна громада,сільська,2020,11,248.5,2785
Одеська область,Березівський район,Чогодарівська територіальна громада,сільська,2020,9,181.3,2087
Одеська область,Березівський район,Ширяївська територіальна громада,селищна,2020,12,324.9,9861
Одеська область,Болградський район,Арцизька територіальна громада,міська,2020,13,762.5,31502
Одеська область,Болградський район,Болградська територіальна громада,міська,2020,7,295.5,26050
Одеська область,Болградський район,Бородінська територіальна громада,селищна,2020,34,933.3,15727
Одеська область,Болградський район,Василівська територіальна громада,сільська,2020,6,406.4,11587
Одеська область,Болградський район,Городненська територіальна громада,сільська,2020,4,297.6,14785
Одеська область,Болградський район,Криничненська територіальна громада,сільська,2020,3,97.2,4308
Одеська область,Болградський район,Кубейська територіальна громада,сільська,2020,3,270.7,9512
Одеська область,Болградський район,Павлівська територіальна громада,сільська,2020,8,288.3,5134
Одеська область,Болградський район,Тарутинська територіальна громада,селищна,2020,16,872.9,22308
Одеська область,Болградський район,Теплицька територіальна громада,сільська,2020,5,265.4,5511
Одеська область,Білгород-Дністровський район,Білгород-Дністровська територіальна громада,міська,2020,1,19.6,48197
Одеська область,Білгород-Дністровський район,Дивізійська територіальна громада,сільська,2020,11,347.7,5664
Одеська область,Білгород-Дністровський район,Кароліно-Бугазька територіальна громада,сільська,2020,2,21.7,4779
Одеська область,Білгород-Дністровський район,Кулевчанська територіальна громада,сільська,2020,4,211.8,5738
Одеська область,Білгород-Дністровський район,Лиманська територіальна громада,сільська,2020,6,205.4,4577
Одеська область,Білгород-Дністровський район,Маразліївська територіальна громада,сільська,2020,9,296.1,6647
Одеська область,Білгород-Дністровський район,Мологівська територіальна громада,сільська,2020,8,207.9,13051
Одеська область,Білгород-Дністровський район,Петропавлівська територіальна громада,сільська,2020,8,276.9,7753
Одеська область,Білгород-Дністровський район,Плахтіївська територіальна громада,сільська,2020,8,310.3,8258
Одеська область,Білгород-Дністровський район,Саратська територіальна громада,селищна,2020,11,451.7,16648
Одеська область,Білгород-Дністровський район,Сергіївська територіальна громада,селищна,2020,8,149.5,9425
Одеська область,Білгород-Дністровський район,Старокозацька територіальна громада,сільська,2020,18,556.7,18308
Одеська область,Білгород-Дністровський район,Татарбунарська територіальна громада,міська,2020,10,616,24051
Одеська область,Білгород-Дністровський район,Тузлівська територіальна громада,сільська,2020,8,124.8,3503
Одеська область,Білгород-Дністровський район,Успенівська територіальна громада,сільська,2020,8,292,7045
Одеська область,Білгород-Дністровський район,Шабівська територіальна громада,сільська,2020,14,279.6,14928
Одеська область,Одеський район,Авангардівська територіальна громада,селищна,2020,5,69.6,19598
Одеська область,Одеський район,Біляївська територіальна громада,міська,2020,7,398.7,22632
Одеська область,Одеський район,Великодальницька територіальна громада,сільська,2020,3,146.6,12167
Одеська область,Одеський район,Великодолинська територіальна громада,селищна,2020,2,126.2,16906
Одеська область,Одеський район,Вигодянська територіальна громада,сільська,2020,15,289.6,12006
Одеська область,Одеський район,Визирська територіальна громада,сільська,2020,19,419.1,9753
Одеська область,Одеський район,Дальницька територіальна громада,сільська,2020,9,214,14185
Одеська область,Одеський район,Дачненська територіальна громада,сільська,2020,8,174.9,10474
Одеська область,Одеський район,Доброславська територіальна громада,селищна,2020,17,313.9,15192
Одеська область,Одеський район,Красносільська територіальна громада,сільська,2020,14,294.6,12790
Одеська область,Одеський район,Маяківська територіальна громада,сільська,2020,5,149.7,12329
Одеська область,Одеський район,Нерубайська територіальна громада,сільська,2020,5,97.5,12606
Одеська область,Одеський район,Овідіопольська територіальна громада,селищна,2020,3,238.4,15497
Одеська область,Одеський район,Одеська територіальна громада,міська,2020,1,161.2,1015826
Одеська область,Одеський район,Таїровська територіальна громада,селищна,2020,4,39.1,14479
Одеська область,Одеський район,Теплодарська територіальна громада,міська,2020,1,7.7,10081
Одеська область,Одеський район,Усатівська територіальна громада,сільська,2020,15,253.5,14891
Одеська область,Одеський район,Фонтанська територіальна громада,сільська,2020,7,90,18019
Одеська область,Одеський район,Чорноморська територіальна громада,селищна,2020,2,43.5,7953
Одеська область,Одеський район,Чорноморська територіальна громада,міська,2020,4,26.5,71308
Одеська область,Одеський район,Южненська територіальна громада,міська,2020,7,107.5,35318
Одеська область,Одеський район,Яськівська територіальна громада,сільська,2020,2,216.3,8531
Одеська область,Подільський район,Ананьївська територіальна громада,міська,2020,30,832,22035
Одеська область,Подільський район,Балтська територіальна громада,міська,2020,34,1041.8,33740
Одеська область,Подільський район,Долинська територіальна громада,сільська,2020,8,304.6,3982
Одеська область,Подільський район,Зеленогірська територіальна громада,селищна,2020,12,265.7,7448
Одеська область,Подільський район,Кодимська територіальна громада,міська,2020,21,703,24480
Одеська область,Подільський район,Куяльницька територіальна громада,сільська,2020,58,916.5,21683
Одеська область,Подільський район,Любашівська територіальна громада,селищна,2020,43,834.7,21484
Одеська область,Подільський район,Окнянська територіальна громада,селищна,2020,55,1012.5,19430
Одеська область,Подільський район,Подільська територіальна громада,міська,2020,4,136.9,43158
Одеська область,Подільський район,Піщанська територіальна громада,сільська,2020,8,275.2,5301
Одеська область,Подільський район,Савранська територіальна громада,селищна,2020,21,619.2,17959
Одеська область,Подільський район,Слобідська територіальна громада,селищна,2020,5,114.4,3463
Одеська область,Роздільнянський район,Великомихайлівська територіальна громада,селищна,2020,29,589.7,13480
Одеська область,Роздільнянський район,Великоплосківська територіальна громада,сільська,2020,12,238.9,4956
Одеська область,Роздільнянський район,Затишанська територіальна громада,селищна,2020,16,231.6,6539
Одеська область,Роздільнянський район,Захарівська територіальна громада,селищна,2020,37,723.3,13187
Одеська область,Роздільнянський район,Лиманська територіальна громада,селищна,2020,7,253.4,14306
Одеська область,Роздільнянський район,Новоборисівська територіальна громада,сільська,2020,21,229.9,5299
Одеська область,Роздільнянський район,Роздільнянська територіальна громада,міська,2020,51,766.4,32878
Одеська область,Роздільнянський район,Степанівська територіальна громада,сільська,2020,21,252.2,7008
Одеська область,Роздільнянський район,Цебриківська територіальна громада,селищна,2020,15,286.8,4931
Полтавська область,Кременчуцький район,Глобинська територіальна громада,міська,2020,65,1198.9,25280
Полтавська область,Кременчуцький район,Горішньоплавнівська територіальна громада,міська,2020,15,368.7,55366
Полтавська область,Кременчуцький район,Градизька територіальна громада,селищна,2020,28,1257.9,15215
Полтавська область,Кременчуцький район,Кам'янопотоківська територіальна громада,сільська,2020,11,239,11069
Полтавська область,Кременчуцький район,Козельщинська територіальна громада,селищна,2020,63,726,13755
Полтавська область,Кременчуцький район,Кременчуцька територіальна громада,міська,2020,5,165.1,220619
Полтавська область,Кременчуцький район,Новогалещинська територіальна громада,селищна,2020,17,193.6,4692
Полтавська область,Кременчуцький район,Оболонська територіальна громада,сільська,2020,21,465.9,5858
Полтавська область,Кременчуцький район,Омельницька територіальна громада,сільська,2020,20,224.6,4909
Полтавська область,Кременчуцький район,Пришибська територіальна громада,сільська,2020,13,171.7,2947
Полтавська область,Кременчуцький район,Піщанська територіальна громада,сільська,2020,23,292.3,15172
Полтавська область,Кременчуцький район,Семенівська територіальна громада,селищна,2020,44,802.4,17459
Полтавська область,Лубенський район,Гребінківська територіальна громада,міська,2020,42,595.7,21316
Полтавська область,Лубенський район,Лубенська територіальна громада,міська,2020,63,1076.1,68457
Полтавська область,Лубенський район,Новооржицька територіальна громада,селищна,2020,31,453.1,10010
Полтавська область,Лубенський район,Оржицька територіальна громада,селищна,2020,33,755.4,15441
Полтавська область,Лубенський район,Пирятинська територіальна громада,міська,2020,46,923.3,30135
Полтавська область,Лубенський район,Хорольська територіальна громада,міська,2020,93,1062.4,32191
Полтавська область,Лубенський район,Чорнухинська територіальна громада,селищна,2020,37,621.8,9988
Полтавська область,Миргородський район,Білоцерківська територіальна громада,сільська,2020,29,313.2,5278
Полтавська область,Миргородський район,Великобагачанська територіальна громада,селищна,2020,29,415.7,11149
Полтавська область,Миргородський район,Великобудищанська територіальна громада,сільська,2020,20,396,7016
Полтавська область,Миргородський район,Великосорочинська територіальна громада,сільська,2020,21,408.3,7256
Полтавська область,Миргородський район,Гадяцька територіальна громада,міська,2020,21,205,26975
Полтавська область,Миргородський район,Гоголівська територіальна громада,селищна,2020,10,189.1,5404
Полтавська область,Миргородський район,Заводська територіальна громада,міська,2020,11,200,11324
Полтавська область,Миргородський район,Комишнянська територіальна громада,селищна,2020,38,522.4,8333
Полтавська область,Миргородський район,Краснолуцька територіальна громада,сільська,2020,19,244,4067
Полтавська область,Миргородський район,Лохвицька територіальна громада,міська,2020,50,819.5,22187
Полтавська область,Миргородський район,Лютенська територіальна громада,сільська,2020,12,374.3,5152
Полтавська область,Миргородський район,Миргородська територіальна громада,міська,2020,37,632.1,49595
Полтавська область,Миргородський район,Петрівсько-Роменська територіальна громада,сільська,2020,10,209.7,4204
Полтавська область,Миргородський район,Ромоданівська територіальна громада,селищна,2020,7,88.6,4904
Полтавська область,Миргородський район,Сенчанська територіальна громада,сільська,2020,23,354.8,7696
Полтавська область,Миргородський район,Сергіївська територіальна громада,сільська,2020,13,168.1,2720
Полтавська область,Миргородський район,Шишацька територіальна громада,селищна,2020,75,754.7,18468
Полтавська область,Полтавський район,Білицька територіальна громада,селищна,2020,27,391.2,11492
Полтавська область,Полтавський район,Великорублівська територіальна громада,сільська,2020,29,393.3,4438
Полтавська область,Полтавський район,Диканська територіальна громада,селищна,2020,58,682.2,17937
Полтавська область,Полтавський район,Драбинівська територіальна громада,сільська,2020,16,246.1,4126
Полтавська область,Полтавський район,Зіньківська територіальна громада,міська,2020,84,1051.8,24000
Полтавська область,Полтавський район,Карлівська територіальна громада,міська,2020,17,331.2,20492
Полтавська область,Полтавський район,Кобеляцька територіальна громада,міська,2020,63,1218.9,25978
Полтавська область,Полтавський район,Коломацька територіальна громада,сільська,2020,11,191.7,4957
Полтавська область,Полтавський район,Котелевська територіальна громада,селищна,2020,10,403.4,14304
Полтавська область,Полтавський район,Ланнівська територіальна громада,сільська,2020,11,269.8,7137
Полтавська область,Полтавський район,Мартинівська територіальна громада,сільська,2020,9,253.4,4610
Полтавська область,Полтавський район,Мачухівська територіальна громада,сільська,2020,27,247.4,7967
Полтавська область,Полтавський район,Машівська територіальна громада,селищна,2020,21,391,11911
Полтавська область,Полтавський район,Михайлівська територіальна громада,сільська,2020,14,445.6,5827
Полтавська область,Полтавський район,Нехворощанська територіальна громада,сільська,2020,10,288.5,4996
Полтавська область,Полтавський район,Новосанжарська територіальна громада,селищна,2020,47,662,22145
Полтавська область,Полтавський район,Новоселівська територіальна громада,сільська,2020,34,254.5,6363
Полтавська область,Полтавський район,Опішнянська територіальна громада,селищна,2020,31,309.3,8247
Полтавська область,Полтавський район,Полтавська територіальна громада,міська,2020,56,550.3,309647
Полтавська область,Полтавський район,Решетилівська територіальна громада,міська,2020,85,1106.3,26080
Полтавська область,Полтавський район,Скороходівська територіальна громада,селищна,2020,22,326.2,8808
Полтавська область,Полтавський район,Терешківська територіальна громада,сільська,2020,20,208.4,12126
Полтавська область,Полтавський район,Чутівська територіальна громада,селищна,2020,29,536.4,13122
Полтавська область,Полтавський район,Щербанівська територіальна громада,сільська,2020,15,99.7,13212
Рівненська область,Вараський район,Антонівська територіальна громада,сільська,2020,4,117,5699
Рівненська область,Вараський район,Вараська територіальна громада,міська,2020,18,608.7,52916
Рівненська область,Вараський район,Володимирецька територіальна громада,селищна,2020,22,702.2,26380
Рівненська область,Вараський район,Зарічненська територіальна громада,селищна,2020,31,1086.8,28604
Рівненська область,Вараський район,Каноницька територіальна громада,сільська,2020,5,165.3,6190
Рівненська область,Вараський район,Локницька територіальна громада,сільська,2020,20,355.1,5880
Рівненська область,Вараський район,Полицька територіальна громада,сільська,2020,8,177,5674
Рівненська область,Вараський район,Рафалівська територіальна громада,селищна,2020,8,111.4,7256
Рівненська область,Дубенський район,Бокіймівська територіальна громада,сільська,2020,14,192,5450
Рівненська область,Дубенський район,Боремельська територіальна громада,сільська,2020,11,102.8,3153
Рівненська область,Дубенський район,Варковицька територіальна громада,сільська,2020,12,148.2,5385
Рівненська область,Дубенський район,Вербська територіальна громада,сільська,2020,9,112.6,4534
Рівненська область,Дубенський район,Демидівська територіальна громада,селищна,2020,23,312.6,11997
Рівненська область,Дубенський район,Дубенська територіальна громада,міська,2020,1,27.1,37257
Рівненська область,Дубенський район,Козинська територіальна громада,сільська,2020,22,181.1,7255
Рівненська область,Дубенський район,Крупецька територіальна громада,сільська,2020,25,297.9,8967
Рівненська область,Дубенський район,Мирогощанська територіальна громада,сільська,2020,14,114.4,6774
Рівненська область,Дубенський район,Млинівська територіальна громада,селищна,2020,41,401.2,19714
Рівненська область,Дубенський район,Острожецька територіальна громада,сільська,2020,14,139,5810
Рівненська область,Дубенський район,Повчанська територіальна громада,сільська,2020,9,94.1,2853
Рівненська область,Дубенський район,Привільненська територіальна громада,сільська,2020,16,147.2,5528
Рівненська область,Дубенський район,Підлозцівська територіальна громада,сільська,2020,9,63.5,1836
Рівненська область,Дубенський район,Радивилівська територіальна громада,міська,2020,24,227.5,18663
Рівненська область,Дубенський район,Семидубська територіальна громада,сільська,2020,17,216,4454
Рівненська область,Дубенський район,Смизька територіальна громада,селищна,2020,14,192.8,7459
Рівненська область,Дубенський район,Тараканівська територіальна громада,сільська,2020,18,217.4,7937
Рівненська область,Дубенський район,Ярославицька територіальна громада,сільська,2020,10,106.8,2702
Рівненська область,Рівненський район,Бабинська територіальна громада,сільська,2020,11,121.1,6930
Рівненська область,Рівненський район,Березнівська територіальна громада,міська,2020,37,1184.4,51285
Рівненська область,Рівненський район,Бугринська територіальна громада,сільська,2020,12,90,4118
Рівненська область,Рівненський район,Білокриницька територіальна громада,сільська,2020,11,122,9830
Рівненська область,Рівненський район,Великомежиріцька територіальна громада,сільська,2020,16,191.6,7892
Рівненська область,Рівненський район,Великоомелянська територіальна громада,сільська,2020,6,103.2,3736
Рівненська область,Рівненський район,Головинська територіальна громада,сільська,2020,12,201.9,7114
Рівненська область,Рівненський район,Городоцька територіальна громада,сільська,2020,12,131.7,10657
Рівненська область,Рівненський район,Гощанська територіальна громада,селищна,2020,40,480.3,22923
Рівненська область,Рівненський район,Деражненська територіальна громада,сільська,2020,9,225.5,6242
Рівненська область,Рівненський район,Дядьковицька територіальна громада,сільська,2020,17,157.1,5802
Рівненська область,Рівненський район,Здовбицька територіальна громада,сільська,2020,15,149.3,9940
Рівненська область,Рівненський район,Здолбунівська територіальна громада,міська,2020,14,152.2,31528
Рівненська область,Рівненський район,Зорянська територіальна громада,сільська,2020,15,192.5,13394
Рівненська область,Рівненський район,Клеванська територіальна громада,селищна,2020,6,110.6,13744
Рівненська область,Рівненський район,Корецька територіальна громада,міська,2020,34,527.8,24327
Рівненська область,Рівненський район,Корнинська територіальна громада,сільська,2020,5,66,7439
Рівненська область,Рівненський район,Костопільська територіальна громада,міська,2020,30,653.4,44042
Рівненська область,Рівненський район,Малинська територіальна громада,сільська,2020,6,210.7,5615
Рівненська область,Рівненський район,Малолюбашанська територіальна громада,сільська,2020,11,416.7,5649
Рівненська область,Рівненський район,Мізоцька територіальна громада,селищна,2020,26,356.6,14127
Рівненська область,Рівненський район,Олександрійська територіальна громада,сільська,2020,15,207.8,9799
Рівненська область,Рівненський район,Острозька територіальна громада,міська,2020,56,704.7,42678
Рівненська область,Рівненський район,Рівненська територіальна громада,міська,2020,2,62.7,253406
Рівненська область,Рівненський район,Соснівська територіальна громада,селищна,2020,12,316.5,6756
Рівненська область,Рівненський район,Шпанівська територіальна громада,сільська,2020,9,80.3,10558
Рівненська область,Сарненський район,Березівська територіальна громада,сільська,2020,10,505.4,12022
Рівненська область,Сарненський район,Вирівська територіальна громада,сільська,2020,11,390,12857
Рівненська область,Сарненський район,Висоцька територіальна громада,сільська,2020,10,299.6,5694
Рівненська область,Сарненський район,Дубровицька територіальна громада,міська,2020,40,1094.2,34625
Рівненська область,Сарненський район,Клесівська територіальна громада,селищна,2020,7,338.6,10493
Рівненська область,Сарненський район,Миляцька територіальна громада,сільська,2020,9,422.5,6164
Рівненська область,Сарненський район,Немовицька територіальна громада,сільська,2020,6,277.6,11256
Рівненська область,Сарненський район,Рокитнівська територіальна громада,селищна,2020,25,1572.1,39468
Рівненська область,Сарненський район,Сарненська територіальна громада,міська,2020,36,815.4,65963
Рівненська область,Сарненський район,Старосільська територіальна громада,сільська,2020,4,274.5,6952
