Hromada_category,Region,Raion,Hromada,Hromada_code,Main_council_code,Council_codes_v1,Decision_date_v1,Council_codes_v2,Decision_date_v2,Council_codes_v3,Decision_date_v3,Council_codes_v4,Decision_date_v4,Council_codes_v5,Decision_date_v5,Council_codes_final,voluntary_amalgamation
Утворені в 2020,Донецька область,Донецький районХарцизька міська громада,Іловайська міська громада,UA14080050000085820,1415070800,"1420684000,1420655600,1420685200,1420685400,1420687100,1415070800",2020-08-16,,,,,,,,,"1420684000,1420655600,1420685200,1420685400,1420687100,1415070800",0
Утворені в 2020,Донецька область,Горлівський районШахтарська міська громада,Шахтарська міська громада,UA14060170000097532,1415300000,"1425280500,1425287800,1415345400,1415346000,1415346400,1415300000",2020-08-16,,,,,,,,,"1425280500,1425287800,1415345400,1415346000,1415346400,1415300000",0
Утворені в 2020,Донецька область,Донецький районЯсинуватська міська громада,Ясинуватська міська громада,UA14080110000066209,1415500000,"1425587600,1415500000",2020-08-16,,,,,,,,,"1425587600,1415500000",0
Утворені в 2020,Донецька область,Донецький район,Амвросіївська міська громада,UA14080010000095044,1420610100,"1420610100,1420681000,1420681500,1420682000,1420682500,1420655300,1420683500,1420684500,1420685000,1420655900,1420686000,1420680400,1420688200",2020-08-16,,,,,,,,,"1420610100,1420681000,1420681500,1420682000,1420682500,1420655300,1420683500,1420684500,1420685000,1420655900,1420686000,1420680400,1420688200",0
Утворені в 2020,Донецька область,Горлівський район,Вуглегірська міська громада,UA14060010000010738,1420910200,"1420955100,1420910200,1420956000",2020-08-16,,,,,,,,,"1420955100,1420910200,1420956000",0
Утворені в 2020,Донецька область,Бахмутський район,Світлодарська міська громада,UA14020050000019803,1420910600,"1420985000,1420955400,1420955500,1420986200,1420910600,1420955200",2020-08-16,,,,,,,,,"1420985000,1420955400,1420955500,1420986200,1420910600,1420955200",0
Утворені в 2020,Донецька область,Бахмутський район,Часовоярська міська громада,UA14020130000080900,1420911000,"1420983900,1420911000",2020-08-16,,,,,,,,,"1420983900,1420911000",0
Утворені в 2020,Донецька область,Волноваський район,Великоновосілківська селищна громада,UA14040010000017239,1421255100,"1421280200,1421280800,1421255100,1421281400,1421282700,1421284600,1421284800,1421286400",2020-08-16,,,,,,,,,"1421280200,1421280800,1421255100,1421281400,1421282700,1421284600,1421284800,1421286400",0
Утворені в 2020,Донецька область,Волноваський район,Комарська сільська громада,UA14040070000032181,1421282400,"1421281800,1421282400,1421284400,1421286600",2020-08-16,,,,,,,,,"1421281800,1421282400,1421284400,1421286600",0
Утворені в 2020,Донецька область,Волноваський район,Старомлинівська сільська громада,UA14040130000068575,1421285200,"1421281200,1421283000,1421283600,1421284000,1421285200",2020-08-16,,,,,,,,,"1421281200,1421283000,1421283600,1421284000,1421285200",0
Утворені в 2020,Донецька область,Волноваський район,Волноваська міська громада,UA14040030000025138,1421510100,"1421583600,1421581200,1421510100,1421581400,1421555900,1421582800,1421584800,1421586400,1421587200,1421587600",2020-08-16,,,,,,,,,"1421583600,1421581200,1421510100,1421581400,1421555900,1421582800,1421584800,1421586400,1421587200,1421587600",0
Утворені в 2020,Донецька область,Волноваський район,Мирненська селищна громада,UA14040090000061195,1421556600,"1421555100,1421588800,1421556600,1421589200,1421587700",2020-08-16,,,,,,,,,"1421555100,1421588800,1421556600,1421589200,1421587700",0
Утворені в 2020,Донецька область,Волноваський район,Ольгинська селищна громада,UA14040110000019914,1421557200,"1421555300,1421555600,1421584000,1421556800,1421557200",2020-08-16,,,,,,,,,"1421555300,1421555600,1421584000,1421556800,1421557200",0
Утворені в 2020,Донецька область,Волноваський район,Хлібодарівська сільська громада,UA14040150000099558,1421588000,"1421580400,1421581300,1421582000,1421582400,1421583000,1421583100,1421583200,1421584700,1421585600,1421586300,1421586800,1421587900,1421588000",2020-08-16,,,,,,,,,"1421580400,1421581300,1421582000,1421582400,1421583000,1421583100,1421583200,1421584700,1421585600,1421586300,1421586800,1421587900,1421588000",0
Утворені в 2020,Донецька область,Маріупольський район,Нікольська селищна громада,UA14140070000060361,1421755100,"1421781100,1421781800,1421755100,1421785000,1421785500,1421786600,1421787000",2020-08-16,,,,,,,,,"1421781100,1421781800,1421755100,1421785000,1421785500,1421786600,1421787000",0
Утворені в 2020,Донецька область,Маріупольський район,Кальчицька сільська громада,UA14140010000044623,1421782200,"1421781600,1421782200,1421783300,1421784400",2020-08-16,,,,,,,,,"1421781600,1421782200,1421783300,1421784400",0
Утворені в 2020,Донецька область,Покровський район,Гродівська селищна громада,UA14160050000083011,1422755300,"1422755300,1422781600,1422783000,1422755600,1422783600,1422788300",2020-08-16,,,,,,,,,"1422755300,1422781600,1422783000,1422755600,1422783600,1422788300",0
Утворені в 2020,Донецька область,Покровський район,Удачненська селищна громада,UA14160250000075646,1422756300,"1422786000,1422756300",2020-08-16,,,,,,,,,"1422786000,1422756300",0
Утворені в 2020,Донецька область,Покровський район,Мар'їнська міська громада,UA14160130000011561,1423310100,"1423382500,1423383000,1423383500,1423384000,1423310400,1423385000,1423310100,1423385200",2020-08-16,,,,,,,,,"1423382500,1423383000,1423383500,1423384000,1423310400,1423385000,1423310100,1423385200",0
Утворені в 2020,Донецька область,Покровський район,Курахівська міська громада,UA14160110000031920,1423310600,"1423381500,1423310600,1423385400,1423388500,1422782300,1413870300,1413845900",2020-08-16,,,,,,,,,"1423381500,1423310600,1423385400,1423388500,1422782300,1413870300,1413845900",0
Утворені в 2020,Донецька область,Кальміуський район,Новоазовська міська громада,UA14100070000079873,1423610100,"1423681100,1423682800,1423683300,1423610100,1423685500,1423686000,1423686600,1423686800,1423655400,1423687700",2020-08-16,,,,,,,,,"1423681100,1423682800,1423683300,1423610100,1423685500,1423686000,1423686600,1423686800,1423655400,1423687700",0
Утворені в 2020,Донецька область,Маріупольський район,Мангушська селищна громада,UA14140030000092230,1423955100,"1423983300,1423955100,1423984400,1423986600,1423985500,1423955500",2020-08-16,,,,,,,,,"1423983300,1423955100,1423984400,1423986600,1423985500,1423955500",0
Утворені в 2020,Донецька область,Кальміуський район,Кальміуська міська громада,UA14100050000098906,1424510400,"1424510400,1424581800,1424583500,1424584600,1424586000,1424586800,1424587500",2020-08-16,,,,,,,,,"1424510400,1424581800,1424583500,1424584600,1424586000,1424586800,1424587500",0
Утворені в 2020,Донецька область,Кальміуський район,Старобешівська селищна громада,UA14100090000050286,1424555100,"1424581200,1424582400,1424555400,1424580500,1424585700,1424555100,1424587900",2020-08-16,,,,,,,,,"1424581200,1424582400,1424555400,1424580500,1424585700,1424555100,1424587900",0
