hromada_code,hromada_name,subject,mean_score,n_didnt_pass,n,pct_didnt_pass
UA35040110000055821,Долинська,Ukr,145.01470588235293,6,142,0.04225352112676056
UA35040130000021732,Знам’янська,Eng,139.32432432432432,2,39,0.05128205128205128
UA35040130000021732,Знам’янська,Hist,141.1904761904762,15,120,0.125
UA35040130000021732,Знам’янська,Math,137.54320987654322,22,103,0.21359223300970873
UA35040130000021732,Знам’янська,UML,141.54954954954954,2,113,0.017699115044247787
UA35040130000021732,Знам’янська,Ukr,142.4318181818182,3,135,0.022222222222222223
UA35040150000097644,Катеринівська,Eng,114,1,2,0.5
UA35040150000097644,Катеринівська,Hist,123.32,6,31,0.1935483870967742
UA35040150000097644,Катеринівська,Math,121.7,14,24,0.5833333333333334
UA35040150000097644,Катеринівська,UML,124.52631578947368,2,21,0.09523809523809523
UA35040150000097644,Катеринівська,Ukr,123.26923076923077,5,31,0.16129032258064516
UA35040170000065192,Кетрисанівська,Eng,116.5,0,2,0
UA35040170000065192,Кетрисанівська,Hist,122.11764705882354,8,25,0.32
UA35040170000065192,Кетрисанівська,Math,118.76470588235294,16,33,0.48484848484848486
UA35040170000065192,Кетрисанівська,UML,128.83333333333334,1,31,0.03225806451612903
UA35040170000065192,Кетрисанівська,Ukr,128.37142857142857,2,37,0.05405405405405406
UA35040190000012514,Компаніївська,Eng,140.25,2,6,0.3333333333333333
UA35040190000012514,Компаніївська,Hist,133.73333333333332,3,48,0.0625
UA35040190000012514,Компаніївська,Math,124.24,15,40,0.375
UA35040190000012514,Компаніївська,UML,138.7,1,41,0.024390243902439025
UA35040190000012514,Компаніївська,Ukr,139.70833333333334,1,49,0.02040816326530612
UA35040210000014072,Кропивницька,Eng,153.81934731934732,44,902,0.04878048780487805
UA35040210000014072,Кропивницька,Hist,146.0262836185819,93,911,0.10208562019758508
UA35040210000014072,Кропивницька,Math,145.375,218,1138,0.19156414762741653
UA35040210000014072,Кропивницька,UML,152.57663896583566,32,1115,0.028699551569506727
UA35040210000014072,Кропивницька,Ukr,153.52593659942363,33,1421,0.02322308233638283
UA35040230000015609,Новгородківська,Eng,125.44444444444444,2,11,0.18181818181818182
UA35040230000015609,Новгородківська,Hist,134.34375,1,33,0.030303030303030304
UA35040230000015609,Новгородківська,Math,135.5,9,35,0.2571428571428571
UA35040230000015609,Новгородківська,UML,141.08823529411765,1,35,0.02857142857142857
UA35040230000015609,Новгородківська,Ukr,140.46341463414635,2,43,0.046511627906976744
UA35040250000048915,Олександрівська,Eng,131.73684210526315,3,22,0.13636363636363635
UA35040250000048915,Олександрівська,Hist,134.73333333333332,17,92,0.18478260869565216
UA35040250000048915,Олександрівська,Math,132.864406779661,38,97,0.3917525773195876
UA35040250000048915,Олександрівська,UML,138.37037037037038,7,88,0.07954545454545454
UA35040250000048915,Олександрівська,Ukr,137.45098039215685,8,110,0.07272727272727272
UA35040270000084621,Первозванівська,Eng,152.5,1,3,0.3333333333333333
UA35040270000084621,Первозванівська,Hist,133.875,8,24,0.3333333333333333
UA35040270000084621,Первозванівська,Math,120.36363636363636,8,19,0.42105263157894735
UA35040270000084621,Первозванівська,UML,129.38888888888889,1,19,0.05263157894736842
UA35040270000084621,Первозванівська,Ukr,126.44,3,28,0.10714285714285714
UA35040290000046019,Соколівська,Eng,131.75,2,6,0.3333333333333333
UA35040290000046019,Соколівська,Hist,137,3,23,0.13043478260869565
UA35040290000046019,Соколівська,Math,129.30769230769232,9,22,0.4090909090909091
UA35040290000046019,Соколівська,UML,137.65,2,22,0.09090909090909091
UA35040290000046019,Соколівська,Ukr,139.5185185185185,2,29,0.06896551724137931
UA35040310000035890,Суботцівська,Eng,125.42857142857143,6,13,0.46153846153846156
UA35040310000035890,Суботцівська,Hist,122.88095238095238,14,56,0.25
UA35040310000035890,Суботцівська,Math,118.94444444444444,26,44,0.5909090909090909
UA35040310000035890,Суботцівська,UML,133.66666666666666,6,54,0.1111111111111111
UA35040310000035890,Суботцівська,Ukr,131,5,60,0.08333333333333333
UA35040330000014430,Устинівська,Eng,134.5,0,6,0
UA35040330000014430,Устинівська,Hist,122.96296296296296,6,33,0.18181818181818182
UA35040330000014430,Устинівська,Math,123.94444444444444,12,30,0.4
UA35040330000014430,Устинівська,UML,134.65384615384616,4,30,0.13333333333333333
UA35040330000014430,Устинівська,Ukr,133.75,5,33,0.15151515151515152
UA35060010000018331,Ганнівська,Eng,174,2,3,0.6666666666666666
UA35060010000018331,Ганнівська,Hist,149,1,4,0.25
UA35060010000018331,Ганнівська,Math,120,0,3,0
UA35060010000018331,Ганнівська,UML,134.83333333333334,0,6,0
UA35060010000018331,Ганнівська,Ukr,135,0,6,0
UA35060030000099117,Глодоська,Eng,138.8,1,6,0.16666666666666666
UA35060030000099117,Глодоська,Hist,121.5625,5,21,0.23809523809523808
UA35060030000099117,Глодоська,Math,120.27272727272727,12,23,0.5217391304347826
UA35060030000099117,Глодоська,UML,130.85714285714286,4,18,0.2222222222222222
UA35060030000099117,Глодоська,Ukr,133.2,4,24,0.16666666666666666
UA35060050000025668,Добровеличківська,Eng,133.66666666666666,0,15,0
UA35060050000025668,Добровеличківська,Hist,140.83870967741936,11,73,0.1506849315068493
UA35060050000025668,Добровеличківська,Math,127.75555555555556,22,67,0.3283582089552239
UA35060050000025668,Добровеличківська,UML,145.56153846153848,8,73,0.1095890410958904
UA35060050000025668,Добровеличківська,Ukr,143.21428571428572,10,80,0.125
UA35060070000071148,Злинська,Eng,NA,1,1,1
UA35060070000071148,Злинська,Hist,128.66666666666666,3,15,0.2
UA35060070000071148,Злинська,Math,114.42857142857143,13,20,0.65
UA35060070000071148,Злинська,UML,138.76923076923077,0,13,0
UA35060070000071148,Злинська,Ukr,131.3,1,21,0.047619047619047616
UA35060090000091976,Маловисківська,Eng,135.82142857142858,8,36,0.2222222222222222
UA35060090000091976,Маловисківська,Hist,145.06,12,87,0.13793103448275862
UA35060090000091976,Маловисківська,Math,144.69811320754718,27,80,0.3375
UA35060090000091976,Маловисківська,UML,142.01190476190476,4,88,0.045454545454545456
UA35060090000091976,Маловисківська,Ukr,146.11340206185568,6,103,0.05825242718446602
UA35060110000056063,Мар’янівська,Eng,140,0,3,0
UA35060110000056063,Мар’янівська,Hist,141.33333333333334,2,17,0.11764705882352941
UA35060110000056063,Мар’янівська,Math,129.8,5,15,0.3333333333333333
UA35060110000056063,Мар’янівська,UML,145.3684210526316,2,21,0.09523809523809523
UA35060110000056063,Мар’янівська,Ukr,140.6,1,21,0.047619047619047616
UA35060130000087718,Новомиргородська,Eng,132.41935483870967,3,34,0.08823529411764706
UA35060130000087718,Новомиргородська,Hist,134.90196078431373,15,117,0.1282051282051282
UA35060130000087718,Новомиргородська,Math,131.19753086419752,49,130,0.3769230769230769
UA35060130000087718,Новомиргородська,UML,142.80180180180182,6,117,0.05128205128205128
UA35060130000087718,Новомиргородська,Ukr,140.07575757575756,8,140,0.05714285714285714
UA35060150000073710,Новоукраїнська,Eng,134.36363636363637,4,26,0.15384615384615385
UA35060150000073710,Новоукраїнська,Hist,131.32203389830508,21,80,0.2625
UA35060150000073710,Новоукраїнська,Math,134.64444444444445,35,80,0.4375
UA35060150000073710,Новоукраїнська,UML,141.85294117647058,3,71,0.04225352112676056
UA35060150000073710,Новоукраїнська,Ukr,140.0879120879121,5,96,0.052083333333333336
UA35060170000071056,Піщанобрідська,Eng,143.5,0,2,0
UA35060170000071056,Піщанобрідська,Hist,133.25,5,17,0.29411764705882354
UA35060170000071056,Піщанобрідська,Math,122.66666666666667,8,17,0.47058823529411764
UA35060170000071056,Піщанобрідська,UML,152.875,0,8,0
UA35060170000071056,Піщанобрідська,Ukr,141.06666666666666,2,17,0.11764705882352941
UA35060190000079777,Помічнянська,Eng,124.9047619047619,2,23,0.08695652173913043
UA35060190000079777,Помічнянська,Hist,132.65,8,48,0.16666666666666666
UA35060190000079777,Помічнянська,Math,132.68965517241378,22,51,0.43137254901960786
UA35060190000079777,Помічнянська,UML,141.81578947368422,8,46,0.17391304347826086
UA35060190000079777,Помічнянська,Ukr,135,6,64,0.09375
UA35060210000019042,Рівнянська,Eng,111,0,2,0
UA35060210000019042,Рівнянська,Hist,130.83333333333334,19,37,0.5135135135135135
UA35060210000019042,Рівнянська,Math,122.77777777777777,19,37,0.5135135135135135
UA35060210000019042,Рівнянська,UML,131.76923076923077,4,30,0.13333333333333333
UA35060210000019042,Рівнянська,Ukr,127.06060606060606,4,37,0.10810810810810811
UA35060230000086264,Смолінська,Eng,134.30769230769232,5,18,0.2777777777777778
UA35060230000086264,Смолінська,Hist,132.66666666666666,6,48,0.125
UA35060230000086264,Смолінська,Math,126.36363636363636,17,50,0.34
UA35060230000086264,Смолінська,UML,138.5909090909091,4,48,0.08333333333333333
UA35060230000086264,Смолінська,Ukr,134.38888888888889,5,59,0.0847457627118644
UA35060250000057436,Тишківська,Eng,127,0,1,0
UA35060250000057436,Тишківська,Hist,132.45454545454547,7,18,0.3888888888888889
UA35060250000057436,Тишківська,Math,136.4,13,18,0.7222222222222222
UA35060250000057436,Тишківська,UML,133.8181818181818,0,11,0
UA35060250000057436,Тишківська,Ukr,129.53333333333333,3,18,0.16666666666666666
UA35080010000032386,Великоандрусівська,Eng,155,1,3,0.3333333333333333
UA35080010000032386,Великоандрусівська,Hist,133.54545454545453,2,13,0.15384615384615385
UA35080010000032386,Великоандрусівська,Math,134.125,5,13,0.38461538461538464
UA35080010000032386,Великоандрусівська,UML,141.5,1,13,0.07692307692307693
UA35080010000032386,Великоандрусівська,Ukr,141.71428571428572,1,15,0.06666666666666667
UA35080030000042560,Новопразька,Eng,124.5,2,4,0.5
UA35080030000042560,Новопразька,Hist,124.41666666666667,9,21,0.42857142857142855
UA35080030000042560,Новопразька,Math,126,13,18,0.7222222222222222
UA35080030000042560,Новопразька,UML,125.64285714285714,5,19,0.2631578947368421
UA35080030000042560,Новопразька,Ukr,120.18181818181819,1,23,0.043478260869565216
UA35080050000038829,Олександрійська,Eng,150.4720812182741,11,208,0.052884615384615384
UA35080050000038829,Олександрійська,Hist,141.4641693811075,24,331,0.07250755287009064
UA35080050000038829,Олександрійська,Math,144.71720116618076,73,416,0.17548076923076922
UA35080050000038829,Олександрійська,UML,153.90196078431373,11,419,0.026252983293556086
UA35080050000038829,Олександрійська,Ukr,152.11623246492985,12,511,0.023483365949119372
UA35080070000016791,Онуфріївська,Eng,148.8,2,12,0.16666666666666666
UA35080070000016791,Онуфріївська,Hist,135,9,60,0.15
UA35080070000016791,Онуфріївська,Math,138.61702127659575,17,64,0.265625
UA35080070000016791,Онуфріївська,UML,150.85576923076923,8,60,0.13333333333333333
UA35080070000016791,Онуфріївська,Ukr,146.05714285714285,7,77,0.09090909090909091
UA35080090000078673,Пантаївська,Eng,NA,2,2,1
UA35080090000078673,Пантаївська,Hist,131.83333333333334,3,9,0.3333333333333333
UA35080090000078673,Пантаївська,Math,106.85714285714286,2,9,0.2222222222222222
UA35080090000078673,Пантаївська,UML,131,2,9,0.2222222222222222
UA35080090000078673,Пантаївська,Ukr,130.71428571428572,2,9,0.2222222222222222
UA35080110000063919,Петрівська,Eng,144.61111111111111,2,20,0.1
UA35080110000063919,Петрівська,Hist,136.17307692307693,10,62,0.16129032258064516
UA35080110000063919,Петрівська,Math,132.9090909090909,21,65,0.3230769230769231
UA35080110000063919,Петрівська,UML,143.125,5,69,0.07246376811594203
UA35080110000063919,Петрівська,Ukr,141.49382716049382,4,85,0.047058823529411764
UA35080130000048304,Попельнастівська,Eng,110.375,1,9,0.1111111111111111
UA35080130000048304,Попельнастівська,Hist,140.10526315789474,7,26,0.2692307692307692
UA35080130000048304,Попельнастівська,Math,127.13333333333334,10,25,0.4
UA35080130000048304,Попельнастівська,UML,136.81578947368422,3,22,0.13636363636363635
UA35080130000048304,Попельнастівська,Ukr,132.92307692307693,3,29,0.10344827586206896
UA35080150000074379,Приютівська,Eng,141.4,0,5,0
UA35080150000074379,Приютівська,Hist,132.33333333333334,10,31,0.3225806451612903
UA35080150000074379,Приютівська,Math,122.375,10,26,0.38461538461538464
UA35080150000074379,Приютівська,UML,135.5,3,23,0.13043478260869565
UA35080150000074379,Приютівська,Ukr,133.24137931034483,5,34,0.14705882352941177
UA35080170000077673,Світловодська,Eng,149.66037735849056,6,59,0.1016949152542373
UA35080170000077673,Світловодська,Hist,137.45054945054946,20,111,0.18018018018018017
UA35080170000077673,Світловодська,Math,138.81927710843374,32,115,0.2782608695652174
UA35080170000077673,Світловодська,UML,148.68141592920355,5,118,0.0423728813559322
UA35080170000077673,Світловодська,Ukr,147.78169014084506,10,152,0.06578947368421052
UA44100010000048313,Білокуракинська,Eng,130.30769230769232,1,27,0.037037037037037035
UA44100010000048313,Білокуракинська,Hist,133.34722222222223,9,81,0.1111111111111111
UA44100010000048313,Білокуракинська,Math,133.52380952380952,25,88,0.2840909090909091
UA44100010000048313,Білокуракинська,UML,144.16438356164383,5,78,0.0641025641025641
UA44100010000048313,Білокуракинська,Ukr,148.20238095238096,6,90,0.06666666666666667
UA44100030000094890,Коломийчиська,Hist,130.33333333333334,2,11,0.18181818181818182
UA44100030000094890,Коломийчиська,Math,141.5,7,11,0.6363636363636364
UA44100030000094890,Коломийчиська,UML,133.14285714285714,1,8,0.125
UA44100030000094890,Коломийчиська,Ukr,137.6,2,12,0.16666666666666666
UA44100050000027880,Красноріченська,Eng,122.5,0,4,0
UA44100050000027880,Красноріченська,Hist,129.8181818181818,0,11,0
UA44100050000027880,Красноріченська,Math,138.5,0,12,0
UA44100050000027880,Красноріченська,UML,150.2,0,15,0
UA44100050000027880,Красноріченська,Ukr,149.38888888888889,0,18,0
UA44100070000070448,Лозно-Олександрівська,Eng,124,2,4,0.5
UA44100070000070448,Лозно-Олександрівська,Hist,134,4,24,0.16666666666666666
UA44100070000070448,Лозно-Олександрівська,Math,122.54545454545455,8,19,0.42105263157894735
UA44100070000070448,Лозно-Олександрівська,UML,138.52380952380952,3,24,0.125
UA44100070000070448,Лозно-Олександрівська,Ukr,137.42857142857142,3,24,0.125
UA44100090000087782,Нижньодуванська,Eng,133,1,3,0.3333333333333333
UA44100090000087782,Нижньодуванська,Hist,133.22727272727272,3,25,0.12
UA44100090000087782,Нижньодуванська,Math,135.36363636363637,14,25,0.56
UA44100090000087782,Нижньодуванська,UML,130.36363636363637,3,25,0.12
UA44100090000087782,Нижньодуванська,Ukr,130.82608695652175,4,27,0.14814814814814814
UA44100110000061602,Сватівська,Eng,131.70212765957447,8,55,0.14545454545454545
UA44100110000061602,Сватівська,Hist,137.9757281553398,15,118,0.1271186440677966
UA44100110000061602,Сватівська,Math,139.05607476635515,33,140,0.2357142857142857
UA44100110000061602,Сватівська,UML,143.82539682539684,7,133,0.05263157894736842
UA44100110000061602,Сватівська,Ukr,145.75333333333333,10,160,0.0625
UA44100130000017965,Троїцька,Eng,137.73333333333332,1,16,0.0625
UA44100130000017965,Троїцька,Hist,134.22,13,63,0.20634920634920634
UA44100130000017965,Троїцька,Math,128.74193548387098,32,63,0.5079365079365079
UA44100130000017965,Троїцька,UML,142.95192307692307,3,55,0.05454545454545454
UA44100130000017965,Троїцька,Ukr,143.13846153846154,6,71,0.08450704225352113
UA44120010000044132,Гірська,Eng,137.96153846153845,7,33,0.21212121212121213
UA44120010000044132,Гірська,Hist,138.24137931034483,14,43,0.32558139534883723
UA44120010000044132,Гірська,Math,139.57894736842104,17,55,0.3090909090909091
UA44120010000044132,Гірська,UML,147.84782608695653,6,52,0.11538461538461539
UA44120010000044132,Гірська,Ukr,147.34,6,56,0.10714285714285714
UA44120030000094047,Кремінська,Eng,140.0625,7,55,0.12727272727272726
UA44120030000094047,Кремінська,Hist,131.01488095238096,53,221,0.2398190045248869
UA44120030000094047,Кремінська,Math,131.52666666666667,85,235,0.3617021276595745
UA44120030000094047,Кремінська,UML,137.5165876777251,25,236,0.1059322033898305
UA44120030000094047,Кремінська,Ukr,138.83333333333334,23,251,0.09163346613545817
UA44120050000066819,Лисичанська,Eng,139.43169398907105,20,203,0.09852216748768473
UA44120050000066819,Лисичанська,Hist,140.3597972972973,46,342,0.13450292397660818
UA44120050000066819,Лисичанська,Math,135.76767676767676,108,405,0.26666666666666666
UA44120050000066819,Лисичанська,UML,147.80583756345177,23,417,0.05515587529976019
UA44120050000066819,Лисичанська,Ukr,146.882618510158,23,466,0.04935622317596566
UA44120070000073915,Попаснянська,Eng,128.10714285714286,9,37,0.24324324324324326
UA44120070000073915,Попаснянська,Hist,137.55384615384617,10,75,0.13333333333333333
UA44120070000073915,Попаснянська,Math,136.12962962962962,21,75,0.28
UA44120070000073915,Попаснянська,UML,141.56626506024097,2,85,0.023529411764705882
UA44120070000073915,Попаснянська,Ukr,144.22093023255815,2,88,0.022727272727272728
UA44120090000062828,Рубіжанська,Eng,140.8230088495575,13,126,0.10317460317460317
UA44120090000062828,Рубіжанська,Hist,136.5,20,185,0.10810810810810811
UA44120090000062828,Рубіжанська,Math,148.28021978021977,39,221,0.17647058823529413
UA44120090000062828,Рубіжанська,UML,152.06830601092895,12,195,0.06153846153846154
UA44120090000062828,Рубіжанська,Ukr,152.26778242677824,13,252,0.051587301587301584
UA44120110000010163,Сєвєродонецька,Eng,150.9909090909091,28,358,0.0782122905027933
UA44120110000010163,Сєвєродонецька,Hist,140.80563798219583,38,375,0.10133333333333333
UA44120110000010163,Сєвєродонецька,Math,143.46244131455398,79,505,0.15643564356435644
UA44120110000010163,Сєвєродонецька,UML,149.70042194092827,12,486,0.024691358024691357
UA44120110000010163,Сєвєродонецька,Ukr,152.93031358885017,16,590,0.02711864406779661
UA44140010000036188,Біловодська,Eng,145.125,1,33,0.030303030303030304
UA44140010000036188,Біловодська,Hist,137.70149253731344,10,77,0.12987012987012986
UA44140010000036188,Біловодська,Math,139.11111111111111,20,92,0.21739130434782608
UA44140010000036188,Біловодська,UML,148.1705882352941,2,87,0.022988505747126436
UA44140010000036188,Біловодська,Ukr,148.66666666666666,4,97,0.041237113402061855
UA44140030000070201,Білолуцька,Eng,112.33333333333333,3,6,0.5
UA44140030000070201,Білолуцька,Hist,127.7625,10,50,0.2
UA44140030000070201,Білолуцька,Math,119.71428571428571,21,49,0.42857142857142855
UA44140030000070201,Білолуцька,UML,137.34146341463415,7,48,0.14583333333333334
UA44140030000070201,Білолуцька,Ukr,134.97727272727272,8,52,0.15384615384615385
UA44140050000026566,Марківська,Eng,137.54545454545453,4,15,0.26666666666666666
UA44140050000026566,Марківська,Hist,140.1159420289855,6,75,0.08
UA44140050000026566,Марківська,Math,141.08163265306123,26,75,0.3466666666666667
UA44140050000026566,Марківська,UML,147.70422535211267,4,75,0.05333333333333334
UA44140050000026566,Марківська,Ukr,147.16455696202533,6,85,0.07058823529411765
UA44140070000058445,Міловська,Eng,141,4,21,0.19047619047619047
UA44140070000058445,Міловська,Hist,130.50980392156862,10,61,0.16393442622950818
UA44140070000058445,Міловська,Math,136.1290322580645,20,51,0.39215686274509803
UA44140070000058445,Міловська,UML,141.2258064516129,6,68,0.08823529411764706
UA44140070000058445,Міловська,Ukr,141.11940298507463,8,75,0.10666666666666667
UA44140090000072167,Новопсковська,Eng,134.16666666666666,8,32,0.25
UA44140090000072167,Новопсковська,Hist,136.17333333333335,11,86,0.12790697674418605
UA44140090000072167,Новопсковська,Math,138.31884057971016,18,87,0.20689655172413793
UA44140090000072167,Новопсковська,UML,145.820987654321,1,82,0.012195121951219513
UA44140090000072167,Новопсковська,Ukr,145.17924528301887,2,108,0.018518518518518517
UA44140110000056578,Старобільська,Eng,140.87179487179486,7,85,0.08235294117647059
UA44140110000056578,Старобільська,Hist,138.77884615384616,20,124,0.16129032258064516
UA44140110000056578,Старобільська,Math,141.45112781954887,29,162,0.17901234567901234
UA44140110000056578,Старобільська,UML,149.15032679738562,7,160,0.04375
UA44140110000056578,Старобільська,Ukr,150.51149425287358,5,179,0.027932960893854747
UA44140130000089782,Чмирівська,Eng,163,1,5,0.2
UA44140130000089782,Чмирівська,Hist,139.32692307692307,6,32,0.1875
UA44140130000089782,Чмирівська,Math,142.38888888888889,14,32,0.4375
UA44140130000089782,Чмирівська,UML,145.96153846153845,5,31,0.16129032258064516
UA44140130000089782,Чмирівська,Ukr,145.7741935483871,6,37,0.16216216216216217
UA44140150000072734,Шульгинська,Eng,127.5,2,4,0.5
UA44140150000072734,Шульгинська,Hist,133.9,3,13,0.23076923076923078
UA44140150000072734,Шульгинська,Math,133.6,4,9,0.4444444444444444
UA44140150000072734,Шульгинська,UML,137.25,0,8,0
UA44140150000072734,Шульгинська,Ukr,145.26666666666668,0,15,0
UA44160010000053248,Нижньотеплівська,Eng,140.75,1,5,0.2
UA44160010000053248,Нижньотеплівська,Hist,140.64,7,32,0.21875
UA44160010000053248,Нижньотеплівська,Math,129.04545454545453,13,35,0.37142857142857144
UA44160010000053248,Нижньотеплівська,UML,141.875,7,35,0.2
UA44160010000053248,Нижньотеплівська,Ukr,143.83333333333334,9,39,0.23076923076923078
UA44160030000020916,Новоайдарська,Eng,145.95,3,23,0.13043478260869565
UA44160030000020916,Новоайдарська,Hist,132.76666666666668,17,77,0.22077922077922077
UA44160030000020916,Новоайдарська,Math,132.62222222222223,30,75,0.4
UA44160030000020916,Новоайдарська,UML,137.67567567567568,7,81,0.08641975308641975
UA44160030000020916,Новоайдарська,Ukr,139.13095238095238,9,93,0.0967741935483871
UA44160050000040019,Станично-Луганська,Eng,151.38888888888889,1,19,0.05263157894736842
UA44160050000040019,Станично-Луганська,Hist,135.91071428571428,24,80,0.3
UA44160050000040019,Станично-Луганська,Math,129.10344827586206,23,81,0.2839506172839506
UA44160050000040019,Станично-Луганська,UML,138.78225806451613,9,71,0.1267605633802817
UA44160050000040019,Станично-Луганська,Ukr,135.98701298701297,12,89,0.1348314606741573
UA44160070000013725,Широківська,Eng,163,0,5,0
UA44160070000013725,Широківська,Hist,131.3181818181818,2,24,0.08333333333333333
UA44160070000013725,Широківська,Math,124.84615384615384,8,21,0.38095238095238093
UA44160070000013725,Широківська,UML,130.60526315789474,3,22,0.13636363636363635
UA44160070000013725,Широківська,Ukr,135.77272727272728,3,25,0.12
UA44160090000075695,Щастинська,Eng,142.83673469387756,9,58,0.15517241379310345
UA44160090000075695,Щастинська,Hist,131.9090909090909,17,94,0.18085106382978725
UA44160090000075695,Щастинська,Math,133.06153846153848,36,101,0.3564356435643564
UA44160090000075695,Щастинська,UML,141.98295454545453,5,93,0.053763440860215055
UA44160090000075695,Щастинська,Ukr,140.82142857142858,6,118,0.05084745762711865
UA46020010000073886,Бориславська,Eng,150.57668711656441,6,169,0.03550295857988166
UA46020010000073886,Бориславська,Hist,155.25290697674419,16,188,0.0851063829787234
UA46020010000073886,Бориславська,Math,149.08205128205128,28,223,0.12556053811659193
UA46020010000073886,Бориславська,UML,158.61627906976744,5,220,0.022727272727272728
UA46020010000073886,Бориславська,Ukr,155.8377358490566,6,271,0.02214022140221402
UA46020030000019252,Дрогобицька,Eng,160.39018087855297,7,394,0.017766497461928935
UA46020030000019252,Дрогобицька,Hist,153.49578651685394,23,379,0.06068601583113457
UA46020030000019252,Дрогобицька,Math,152,76,485,0.15670103092783505
UA46020030000019252,Дрогобицька,UML,162.78679653679654,13,475,0.02736842105263158
UA46020030000019252,Дрогобицька,Ukr,161.97226753670472,18,631,0.028526148969889066
UA46020050000037271,Меденицька,Eng,161.875,1,33,0.030303030303030304
UA46020050000037271,Меденицька,Hist,153.73170731707316,6,47,0.1276595744680851
UA46020050000037271,Меденицька,Math,147.02272727272728,9,53,0.16981132075471697
UA46020050000037271,Меденицька,UML,165.33695652173913,0,46,0
UA46020050000037271,Меденицька,Ukr,162.765625,1,65,0.015384615384615385
UA46020070000056149,Східницька,Eng,133.85714285714286,0,7,0
UA46020070000056149,Східницька,Hist,137.7826086956522,6,29,0.20689655172413793
UA46020070000056149,Східницька,Math,139.91304347826087,10,33,0.30303030303030304
UA46020070000056149,Східницька,UML,145.74242424242425,0,33,0
UA46020070000056149,Східницька,Ukr,143.0222222222222,0,45,0
UA46020090000057315,Трускавецька,Eng,154.64935064935065,4,81,0.04938271604938271
UA46020090000057315,Трускавецька,Hist,148.07070707070707,8,107,0.07476635514018691
UA46020090000057315,Трускавецька,Math,146.45833333333334,26,122,0.21311475409836064
UA46020090000057315,Трускавецька,UML,158.84883720930233,2,131,0.015267175572519083
UA46020090000057315,Трускавецька,Ukr,157.51973684210526,6,158,0.0379746835443038
UA46040010000033885,Бродівська,Eng,152.98823529411766,2,87,0.022988505747126436
UA46040010000033885,Бродівська,Hist,150.35042735042734,18,135,0.13333333333333333
UA46040010000033885,Бродівська,Math,143.38636363636363,33,165,0.2
UA46040010000033885,Бродівська,UML,155.86466165413535,4,137,0.029197080291970802
UA46040010000033885,Бродівська,Ukr,153.81443298969072,9,203,0.04433497536945813
UA46040030000058332,Буська,Eng,144.21917808219177,11,84,0.13095238095238096
UA46040030000058332,Буська,Hist,143.04918032786884,19,141,0.1347517730496454
UA46040030000058332,Буська,Math,138.7117117117117,45,156,0.28846153846153844
UA46040030000058332,Буська,UML,153.24305555555554,9,153,0.058823529411764705
UA46040030000058332,Буська,Ukr,148.84831460674158,9,187,0.0481283422459893
UA46040050000062043,Заболотцівська,Eng,141.71428571428572,1,8,0.125
UA46040050000062043,Заболотцівська,Hist,141,3,18,0.16666666666666666
UA46040050000062043,Заболотцівська,Math,139.9,6,26,0.23076923076923078
UA46040050000062043,Заболотцівська,UML,153.16,1,26,0.038461538461538464
UA46040050000062043,Заболотцівська,Ukr,154.44,2,27,0.07407407407407407
UA46040070000032075,Золочівська,Eng,144.448,10,135,0.07407407407407407
UA46040070000032075,Золочівська,Hist,148.30872483221478,14,163,0.08588957055214724
UA46040070000032075,Золочівська,Math,137.84931506849315,54,200,0.27
UA46040070000032075,Золочівська,UML,158.87142857142857,10,185,0.05405405405405406
UA46040070000032075,Золочівська,Ukr,157.87012987012986,16,247,0.06477732793522267
UA46040090000012087,Красненська,Eng,134.84375,6,38,0.15789473684210525
UA46040090000012087,Красненська,Hist,151.04444444444445,4,49,0.08163265306122448
UA46040090000012087,Красненська,Math,145.925,11,51,0.21568627450980393
UA46040090000012087,Красненська,UML,156.5,3,59,0.05084745762711865
UA46040090000012087,Красненська,Ukr,154.34848484848484,4,70,0.05714285714285714
UA46040110000093394,Підкамінська,Eng,130.4,1,11,0.09090909090909091
UA46040110000093394,Підкамінська,Hist,135.39743589743588,8,47,0.1702127659574468
UA46040110000093394,Підкамінська,Math,126.52,15,40,0.375
UA46040110000093394,Підкамінська,UML,136.07894736842104,5,43,0.11627906976744186
UA46040110000093394,Підкамінська,Ukr,132.31372549019608,2,53,0.03773584905660377
UA46040130000035029,Поморянська,Eng,145.57142857142858,2,9,0.2222222222222222
UA46040130000035029,Поморянська,Hist,150.24074074074073,5,32,0.15625
UA46040130000035029,Поморянська,Math,133.33333333333334,10,28,0.35714285714285715
UA46040130000035029,Поморянська,UML,147.1,1,31,0.03225806451612903
UA46040130000035029,Поморянська,Ukr,146.5,2,36,0.05555555555555555
UA46060010000049728,Бібрська,Eng,151.29166666666666,2,26,0.07692307692307693
UA46060010000049728,Бібрська,Hist,141.1691176470588,7,75,0.09333333333333334
UA46060010000049728,Бібрська,Math,138.48333333333332,21,81,0.25925925925925924
UA46060010000049728,Бібрська,UML,149.15333333333334,3,78,0.038461538461538464
UA46060010000049728,Бібрська,Ukr,149.03529411764706,5,90,0.05555555555555555
UA46060030000020652,Великолюбінська,Eng,147.66666666666666,1,16,0.0625
UA46060030000020652,Великолюбінська,Hist,142.35135135135135,5,42,0.11904761904761904
UA46060030000020652,Великолюбінська,Math,135.375,14,38,0.3684210526315789
