"","full_name","edebo","ouo_validated","short_name","status","type","property_type","koatuu","oblast","settlement","address","main_institution","managing_body","phone","fax","mail","site","director","is_core","is_rural","is_mountain","is_internat","licensed_volume","settlement_name","settlement_code","hromada_name","hromada_code","raion_name","raion_code","oblast_name","oblast_code","match_status_koatuu"
"2548","Кременчуцький ліцей №30 ""Олімп"" імені Н.М. Шевченко Кременчуцької міської ради Кременчуцького району Полтавської області",144494,"так","Кременчуцький ліцей №30 ""Олімп""","працює","ліцей","Комунальна","5310436100","Полтавська область","Кременчук, Полтавська область","провулок Олега Кошового, 3",NA,"ДЕПАРТАМЕНТ ОСВІТИ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ","(067)5703920",NA,"kremlit30@gmail.com","http://olymp30.pp.ua","Директор Шиян Ольга Миколаївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2549","Кременчуцький ліцей №5 імені Т.Г. Шевченка Кременчуцької міської ради Кременчуцького району Полтавської області",142979,"так","Кременчуцький ліцей №5 імені Т.Г. Шевченка","працює","ліцей","Комунальна","5310436100","Полтавська область","Кременчук, Полтавська область","провулок Героїв Бреста, 65",NA,"ДЕПАРТАМЕНТ ОСВІТИ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ","(0536)758971",NA,"kr.lyceum5@gmail.com","https://sites.google.com/view/lyceum5","Директор Мірошніченко Ольга Вікторівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2550","Кременчуцький ліцей №6 ""Правобережний"" Кременчуцької міської ради Кременчуцького району Полтавської області",143028,"так","Кременчуцький ліцей № 6 ""Правобережний""","працює","ліцей","Комунальна","5310436500","Полтавська область","Кременчук, Полтавська область","вулиця Олександра Білаша, 32",NA,"ДЕПАРТАМЕНТ ОСВІТИ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ","(068)8494220",NA,"gimnasiumsix@i.ua","http://knvk6.pl.ua","Директор Шаповал Олена Анатоліївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2551","Кременчуцький ліцей з посиленою військово-фізичною підготовкою Полтавської обласної ради",144235,"так","Ліцей з посиленою військово-фізичною підготовкою","працює","ліцей-інтернат","Комунальна","5310436100","Полтавська область","Кременчук, Полтавська область","вулиця Ватутіна, 54/20",NA,"Департамент освіти і науки Полтавської обласної державної адміністрації","(0536)77-35-38, (0536)77-34-14",NA,"krkadet@meta.ua",NA,"Начальник Марченко Валерій Віталійович","ні","ні","ні","ні",80,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2552","Кременчуцький спортивний ліцей імені І.М. Піддубного Полтавської обласної ради",144232,"так","Кременчуцький спортивний ліцей імені І.М.Піддубного","працює","спортивний ліцей","Комунальна","5310436500","Полтавська область","Кременчук, Полтавська область","вулиця 3-х Космонавтів, 2",NA,"Департамент освіти і науки Полтавської обласної державної адміністрації","(098)0522554",NA,"sapfir60043@ukr.net","http://www.intmakarenko.ucoz.ua","Директор Кириченко Олександр Миколайович","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2553","Науковий ліцей ""Політ"" при Обласному коледжі ""Кременчуцька гуманітарно-технологічна академія імені А.С.Макаренка"" Полтавської обласної ради",144239,"так","ліцей ""Політ"" при Кременчуцькій гуманітарно-технологічній академії","працює","науковий ліцей","Комунальна","5310436100","Полтавська область","Кременчук, Полтавська область","вулиця Лізи Чайкіної, 33",NA,"Департамент освіти і науки Полтавської обласної державної адміністрації","(0536)758470",NA,"licey.krem.ped@gmail.com","https://sites.google.com/pu.org.ua/liceypolit","Директор Крупіна Леся Валентинівна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2554","ПРИВАТНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ ""ІТ СТЕП СКУЛ КРЕМЕНЧУК""",176512,"так","ПЗЗСО ""ІТ СТЕП СКУЛ КРЕМЕНЧУК""","працює","школа","Приватна","5310436100","Полтавська область","Кременчук, Полтавська область","вулиця Соборна, 18/14",NA,"ДЕПАРТАМЕНТ ОСВІТИ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ","(067)8990916",NA,"kremen@itstep.org","https://kremen.itstep.org/its-school","Директор Бобер Ілона Михайлівна","ні","ні","ні","ні",270,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2555","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГІМНАЗІЯ ""ЛАЙФ СКУЛ""",176458,"так","ТОВ ""ГІМНАЗІЯ ""ЛАЙФ СКУЛ""","працює","гімназія","Приватна","5310436100","Полтавська область","Кременчук, Полтавська область","вулиця Миколи Татарулі, 16",NA,"ДЕПАРТАМЕНТ ОСВІТИ КРЕМЕНЧУЦЬКОЇ МІСЬКОЇ РАДИ КРЕМЕНЧУЦЬКОГО РАЙОНУ ПОЛТАВСЬКОЇ ОБЛАСТІ","(067)1980000",NA,"ls.kremenchuk@gmail.com","https://life-school.com.ua/","Директор Омельян Марина Анатоліївна","ні","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2556","Андріївська гімназія Михайлівської сільської ради Полтавського району Полтавської області",143436,"так","Андріївська гімназія","працює","гімназія","Комунальна","5323080401","Полтавська область","с. Андріївка, Машівський район, Полтавська область","вулиця Миру, 8",NA,"Відділ освіти, молоді та спорту виконавчого комітету Михайлівської сільської ради Полтавського району Полтавської області","(05364)93617",NA,"andreevka_school@ukr.net",NA,"Директор Пасинок Ольга Владиславівна","ні","так","ні","ні",270,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2557","Бабичівська гімназія з дошкільним підрозділом Глобинської міської ради",141381,"так","Бабичівська гімназія","працює","гімназія","Комунальна","5320680401","Полтавська область","с. Бабичівка, Глобинський район, Полтавська область","вулиця Шкільна, 23",NA,"Відділ освіти виконавчого комітету Глобинської міської ради","(0536)531-6-12",NA,"babych.school@bigmir.net",NA,"Директор Родак Неля Миколаївна","ні","так","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2558","Балакліївська гімназія Білоцерківської сільської ради Миргородського району Полтавської області",138557,"так","Балакліївська гімназія","працює","гімназія","Комунальна","5320280601","Полтавська область","с. Балаклія, Великобагачанський район, Полтавська область","вулиця Центральна, 2",NA,"Відділ освіти, молоді та спорту виконавчого комітету Білоцерківської сільської ради Миргородського району Полтавської області","(05345)94140",NA,"balakschool@meta.ua",NA,"В.о. директора Андрощук Алла Миколаївна","ні","так","ні","ні",150,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2559","Баранівська філія І - ІІ ступенів опорного навчального закладу ""Шишацька спеціалізована школа ім. В.І. Вернадського Шишацької селищної ради Полтавської області""",142602,"так","Баранівська філія","працює","школа","Комунальна","5325780301","Полтавська область","с. Баранівка, Шишацький район, Полтавська область","вулиця Центральна, 64",NA,"Відділ освіти Шишацької селищної ради","(066)3768993",NA,"baranovka.school@ukr.net",NA,"Завідувач філією Данило Ірина Михайлівна","Філія","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2560","Біленченківська філія Гадяцького опорного ліцею імені Лесі Українки Гадяцької міської ради",138309,"так","Біленченківська філія","працює","школа","Комунальна","5320480401","Полтавська область","с. Біленченківка, Гадяцький район, Полтавська область","площа 40 - річчя Перемоги, 3",NA,"Відділ освіти, молоді та спорту Гадяцької міської ради Полтавської області","(05354)53240",NA,"bilenchenkivsjka-sk@meta.ua","bilenchenkivka-73.klasna.com","Завідувач філією Єна Валентин Володимирович","Філія","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2561","Бірківська гімназія Білоцерківської сільської ради Миргородського району Полтавської області",137745,"так","Бірківська гімназія","працює","гімназія","Комунальна","5320281001","Полтавська область","с. Бірки, Великобагачанський район, Полтавська область","вулиця Перемоги, 39",NA,"Відділ освіти, молоді та спорту виконавчого комітету Білоцерківської сільської ради Миргородського району Полтавської області","(095)4185042",NA,"birkivskaschool@ukr.net",NA,"Директор Товкач Ольга Дмитрівна","ні","так","ні","ні",150,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2562","Божківський ліцей (опорний заклад) Новоселівської сільської ради Полтавського району Полтавської області",139992,"так","Божківський ліцей (опорний заклад)","працює","ліцей","Комунальна","5324083502","Полтавська область","с. Божківське, Полтавський район, Полтавська область","вулиця 40 років Перемоги, 1",NA,"Відділ освіти виконавчого комітету Новоселівської сільської ради Полтавського району Полтавської області","(0532)554505",NA,"BozkivskiyNVK@i.ua",NA,"Директор Берданова Валентина Олексіївна","Опорний заклад","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2563","Великобузівський навчально-виховний комплекс ""загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад"" Шишацької селищної ради Полтавської області",144870,"так","Великобузівський НВК","працює","навчально-виховний комплекс (об'єднання)","Комунальна","5325780501","Полтавська область","с. Велика Бузова, Шишацький район, Полтавська область","вулиця Шкільна, 29",NA,"Відділ освіти Шишацької селищної ради","(05352)96440, (050)1933239",NA,"velbuz@ukr.net","http://www.velbuzova-zosh.pl.sch.in.ua/","Директор Попович Ольга Павлівна","ні","так","ні","ні",264,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2564","Великоперевізька філія І-ІІ ступенів опорного закладу ""Шишацька спеціалізована школа ім. В.І. Вернадського Шишацької селищної ради Потавської області""",143014,"так","Великоперевізька філія","працює","школа","Комунальна","5325780801","Полтавська область","с. Великий Перевіз, Шишацький район, Полтавська область","вулиця Шевченка, 58 а",NA,"Відділ освіти Шишацької селищної ради","(05352)94815,(066)5505153",NA,"pereviz.shkola@ukr.net",NA,"Завідувач філією Радченко Юлія Юріївна","Філія","так","ні","ні",192,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2565","Верхньоланнівська гімназія Ланнівської сільської ради",141129,"так","Верхньоланнівська гімназія","працює","гімназія","Комунальна","5321681001","Полтавська область","с. Верхня Ланна, Карлівський район, Полтавська область","вулиця Центральна, 10а",NA,"Гуманітарний відділ Ланнівської сільської ради","(053)4697313, (099)5336123",NA,"v_lannaschool@ukr.net",NA,"Усач Тетяна Григорівна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2566","Веселоподільський ліцей Семенівської селищної ради Кременчуцького району Полтавської області",141523,"так","Веселоподільський ліцей Семенівської селищної ради","працює","школа","Комунальна","5324581201","Полтавська область","с. Веселий Поділ, Семенівський район, Полтавська область","вулиця Миру, 17-А",NA,"Відділ освіти, сім'ї, молоді та спорту Семенівської селищної ради","(099)0314002",NA,"vpodil@ukr.net","http://vespodil-school.edu.poltava.ua","Директор Іванина Наталія Сергіївна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2567","Воскобійницька загальноосвітня школа I-III ступенів Шишацької селищної ради Полтавської області",143157,"так","Воскобійницька загальноосвітня школа","працює","школа","Комунальна","5325781201","Полтавська область","с. Воскобійники, Шишацький район, Полтавська область","вулиця Центральна, 20",NA,"Відділ освіти Шишацької селищної ради","(05352)96540, (050)9806647",NA,"svoskob@ukr.net","https://sites.google.com/view/svoskob/","Директор Ілюха Інна Михайлівна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2568","Гоголівська загальноосвітня школа І - ІІІ ступенів імені М. В. Гоголя Шишацької селищної ради Полтавської області",143156,"так","Гоголівська загальноосвітня школа","працює","школа","Комунальна","5325781601","Полтавська область","с. Гоголеве, Шишацький район, Полтавська область","вулиця Лева Вайнгорта, 6",NA,"Відділ освіти Шишацької селищної ради","(05352)93818, (050)5865833",NA,"gogoleveshkola@ukr.net","http://gogoleve-school.edu.poltava.ua","Директор Скочко Ніна Олексіївна","ні","так","ні","ні",264,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2569","Гориславська гімназія Піщанської сільської ради",143545,"так","Гориславська гімназія","працює","гімназія","Комунальна","5322480801","Полтавська область","с. Гориславці, Кременчуцький район, Полтавська область","вулиця Центральна, 58",NA,"Відділ освіти, молоді та спорту виконавчого комітету Піщанської сільської ради","(097)3693200",NA,"filchenko.olena@gmail.com",NA,"Директор Фільченко Олена Григорівна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2570","Грушинська філія І ступеня з дошкільним підрозділом Опорного закладу ""Новоаврамівський ліцей“ Хорольської міської ради Лубенського району Полтавської області",142304,"так","„Грушинська філія Новоаврамівського ліцею“","працює","ліцей","Комунальна","5324881501","Полтавська область","с. Грушине, Хорольський район, Полтавська область","вулиця Шевченка, 63",NA,"Відділ освіти, молоді та спорту Хорольської міської ради Лубенського району Полтавської області","(05362)97134",NA,"Gr.1912@ukr.net","https://sites.google.com/site/gruchenskaschool/home","Завідувач філією Надоша Ірина Степанівна","Філія","так","ні","ні",40,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2571","філія ""Демидівська ЗОШ І ступеня опорного закладу ""Омельницька загальноосвітня школа І-ІІІ ступенів виконавчого комітету Омельницької сільської ради",149677,"так","філія ""Демидівська ЗОШ І ступеня ОЗ""Омельницька загальноосвітня школа І-ІІІ ступенів""","ліквідовано","школа","Комунальна","5322481001","Полтавська область","с. Демидівка, Кременчуцький район, Полтавська область","вулиця Миру, 5",NA,"Відділ освіти, молоді та спорту виконавчого комітету Омельницької сільської ради Кременчуцького району Полтавської області","(0536)738871",NA,NA,NA,"Директор Павлушенко Катерина Валеріївна","Філія","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2572","Жоржівська загальноосвітня школа I-III ступенів Шишацької селищної ради Полтавської області",143160,"так","Жоржівська ЗОШ","працює","школа","Комунальна","5325782001","Полтавська область","с. Жоржівка, Шишацький район, Полтавська область","вулиця Центральна, 76",NA,"Відділ освіти Шишацької селищної ради","(05352)94340",NA,"jorjivka@ukr.net","http://jorjivkashkola.ucoz.ua","Директор Цьова Сергій Вікторович","ні","так","ні","ні",360,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2573","Жуківська гімназія - філія Глобинського ліцею №5 Глобинської міської ради",141296,"так","Жуківська гімназія","працює","гімназія","Комунальна","5320682201","Полтавська область","с. Жуки, Глобинський район, Полтавська область","вулиця Молодіжна, 11 Б",NA,"Відділ освіти виконавчого комітету Глобинської міської ради","(05365)31440",NA,"jukivskazosh@gmail.com",NA,"Завідувач філією Качмар Олександр Вікторович","Філія","так","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2574","Філія ""Іскрівська загальноосвітня школа І-ІІ ступенів"" опорного навчального закладу ""Скороходівська загальноосвітня школа І-ІІІ ступенів Скороходівської селищної ради Чутівського району Полтавської області""",142904,"так","Філія ""Іскрівська ЗОШ І-ІІ ступенів""","працює","школа","Комунальна","5325481801","Полтавська область","с. Іскрівка, Чутівський район, Полтавська область","вулиця Незалежності, 1 Б",NA,"Відділ освіти Чутівської районної державної адміністрації","(05347)97719",NA,"iskrivka_school@ukr.net",NA,"Директор Щербина Юрій Сергійович","Філія","так","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2575","Ковалівська філія І-ІІ ступенів Опорного закладу „Новоаврамівський ліцей“ Хорольської міської ради Лубенського району Полтавської області",140742,"так","Ковалівська філія Новоаврамівського ліцею","працює","школа","Комунальна","5324882601","Полтавська область","с. Ковалі, Хорольський район, Полтавська область","вулиця Миру, 105/27",NA,"Відділ освіти, молоді та спорту Хорольської міської ради Лубенського району Полтавської області","(05362)95212",NA,"kovalishcool@ukr.net","http://kovalivska-zosh-i-ii-stupeniv.webnode.com.ua","Завідувач філією Барило Ганна Григорівна","Філія","так","ні","ні",90,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2576","Ковердинобалківська філія І-ІІ ступенів опорного закладу ""Шишацька спеціалізована школа ім. В.І. Вернадського Шишацької селищної ради Полтавської області""",143529,"так","Ковердинобалківська філія І-ІІ ступенів","працює","школа","Комунальна","5325782801","Полтавська область","с. Ковердина Балка, Шишацький район, Полтавська область","вулиця Незалежності, 65",NA,"Відділ освіти Шишацької селищної ради","(05352)96140, (066)9839001",NA,"koverdunobalkivska@gmail.com",NA,"Завідувач філією Брехунцова Валентина Іванівна","Філія","так","ні","ні",192,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2577","Колотіївська філія І-ІІ ступенів Опорного закладу ""Решетилівський ліцей імені І.Л. Олійника Решетилівської міської ради""",134631,"так","Колотіївська філія І-ІІ ступенів ОЗ ""Решетилівський ліцей ім. І.Л. Олійника""","ліквідовано","школа","Комунальна","5324255104","Полтавська область","с. Колотії, Решетилівський район, Полтавська область","вулиця Шкільна, 2",NA,"Виконавчий комітет Решетилівської міської ради","(05363)93140",NA,"kolotii@i.ua","http://kolotiizosh.ucoz.ua","Завідувач філією Яременко Валерій Степанович","Філія","так","ні","ні",120,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2578","Кустолово-Суходільський ліцей Михайлівської сільської ради Полтавського району Полтавської області",143357,"так","Кустолово-Суходільський ліцей","працює","ліцей","Комунальна","5323082601","Полтавська область","с. Кустолово-Суходілка, Машівський район, Полтавська область","вулиця Вишнева, 1",NA,"Відділ освіти, молоді та спорту виконавчого комітету Михайлівської сільської ради Полтавського району Полтавської області","(05364)93518",NA,"kustolovo@gmail.com",NA,"Директор Сорокіна Ольга Олександрівна","ні","так","ні","ні",330,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2579","Майбородівська гімназія Піщанської сільської ради",143852,"так","Майбородівська гімназія","працює","гімназія","Комунальна","5322482201","Полтавська область","с. Майбородівка, Кременчуцький район, Полтавська область","вулиця Центральна, 38",NA,"Відділ освіти, молоді та спорту виконавчого комітету Піщанської сільської ради","(096)2924185",NA,"maybschool2014@gmail.com",NA,"Директор Давиденко Василь Іванович","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2580","Максимівська гімназія Піщанської сільської ради",143860,"так","Максимівська гімназія","працює","гімназія","Комунальна","5322482601","Полтавська область","с. Максимівка, Кременчуцький район, Полтавська область","вулиця Соборності, 8",NA,"Відділ освіти, молоді та спорту виконавчого комітету Піщанської сільської ради","(097)1698955",NA,"maksymivka@gmail.com","http://maksymivkanvk.blogspot.com/","Директор Остаповець Лариса Павлівна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2581","Мар'ївська загальноосвітня школа І ступеня Новоселівської сільської ради Полтавського району Полтавської області",140058,"так","Мар'ївська ЗОШ І ступеня","працює","школа","Комунальна","5324083711","Полтавська область","с. Мар'ївка, Полтавський район, Полтавська область","вулиця шкільна, 40",NA,"Відділ освіти виконавчого комітету Новоселівської сільської ради Полтавського району Полтавської області","(097)2999649",NA,"marivka262@ukr.net",NA,"Директор Распономарьова Людмила Борисівна","ні","так","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2582","Михайликівський навчально-виховний комплекс ""загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад"" Шишацької селищної ради Полтавської області",142687,"так","Михайликівський навчально-виховний комплекс","працює","навчально-виховний комплекс (об'єднання)","Комунальна","5325783201","Полтавська область","с. Михайлики, Шишацький район, Полтавська область","вулиця Гагаріна, 16",NA,"Відділ освіти Шишацької селищної ради","(05352)97640, (05352)97642",NA,"muhayl@ukr.net",NA,"Директор Веклич Володимир Григорович","ні","так","ні","ні",390,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2583","Нестеренківська загальноосвітня школа І ступеня Новоселівської сільської ради Полтавського району Полтавської області",146604,"так","Нестеренківська ЗОШ І ступеня","працює","школа","Комунальна","5324083701","Полтавська область","с. Нестеренки, Полтавський район, Полтавська область","вулиця Миру, 47",NA,"Відділ освіти виконавчого комітету Новоселівської сільської ради Полтавського району Полтавської області","(0532)646156",NA,"nesterenkivska.zosh@ukr.net",NA,"Директор Лазеба Наталія Олексіївна","ні","так","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2584","Нижньоланнівська гімназія Ланнівської сільської ради",141037,"так","Нижньоланнівська гімназія","працює","гімназія","Комунальна","5321683601","Полтавська область","с. Нижня Ланна, Карлівський район, Полтавська область","вулиця Молодіжна, 6",NA,"Гуманітарний відділ Ланнівської сільської ради","(053)4695718, (099)4350706",NA,"nlschool@ukr.net","http://nlannaschool.pp.ua/","Директор Золотухін Олександр Аркадійович","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2585","Новачиська загальноосвітня школа I-II ступенів Хорольської міської ради Лубенського району Полтавської області",141545,"так","Новачиська ЗОШ І-ІІ ступенів","працює","школа","Комунальна","5324883801","Полтавська область","с. Новачиха, Хорольський район, Полтавська область","вулиця Квіткова, 2",NA,"Відділ освіти, молоді та спорту Хорольської міської ради Лубенського району Полтавської області","(05362)95-4-20,(097)3928947",NA,"novachihaschool@ukr.net","http://novznz.at.ua","Директор Савченко Наталія Анатоліївна","ні","так","ні","ні",100,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2586","Новоселицька загальноосвітня школа І ступеня Семенівської РДА Полтавської області",141064,"так",NA,"призупинено","школа","Комунальна","5324587609","Полтавська область","с. Новоселиця, Семенівський район, Полтавська область",NA,NA,"Відділ освіти, молоді та спорту Семенівської районної державної адміністрації Полтавської області","(068)1547611",NA,NA,NA,"Данілова Валентина Валентинівна","ні","так","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2587","Олександрівська філія Пирятинського ліцею №6 Пирятинської міської ради Полтавської області",140346,"так","Олександрівська філія Пирятинського ліцею №6","працює","школа","Комунальна","5323880101","Полтавська область","с. Олександрівка, Пирятинський район, Полтавська область","вулиця Центральна, 1",NA,"Відділ освіти, молоді та спорту Пирятинської міської ради","(050)5563888",NA,"osvita6@ukr.net",NA,"Директор Василенко Микола Васильович","Філія","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2588","Опришківська гімназія Глобинської міської ради",141367,"так","Опришківська гімназія","працює","гімназія","Комунальна","5320686001","Полтавська область","с. Опришки, Глобинський район, Полтавська область","вулиця Миру, 70",NA,"Відділ освіти виконавчого комітету Глобинської міської ради","(05365)32540",NA,"alex.181058@gmail.com",NA,"Директор Тригуб Ірина Вікторівна","ні","так","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2589","Оснягівський заклад загальної середньої освіти І ступеня Гадяцької міської ради Полтавської області",145292,"так","Оснягівський ЗЗСО І ст.","призупинено","школа","Комунальна","5320480405","Полтавська область","с. Осняги, Гадяцький район, Полтавська область","вулиця Комарова, 38А",NA,"Відділ освіти, молоді та спорту Гадяцької міської ради Полтавської області","(095)7761925",NA,"lukash.lyubow@yandeks.ua",NA,"Лукаш Любов Іванівна","ні","так","ні","ні",48,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2590","Паніванівська гімназія Семенівської селищної ради Кременчуцького району Полтавської області",140363,"так","Паніванівська гімназія Семенівської селищної ради","працює","школа","Комунальна","5324581204","Полтавська область","с. Паніванівка, Семенівський район, Полтавська область","вулиця Перемоги, 42",NA,"Відділ освіти, сім'ї, молоді та спорту Семенівської селищної ради","(099)1093956",NA,"pan.school@i.ua","panskola.blogspot.com","Директор Мойса Зоя Михайлівна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2591","Пирогівський ліцей Глобинської міської ради",141001,"так","Пирогівський ліцей","працює","ліцей","Комунальна","5320686401","Полтавська область","с. Пироги, Глобинський район, Полтавська область","вулиця Чумацький Шлях, 83-А",NA,"Відділ освіти виконавчого комітету Глобинської міської ради","(05365)32240",NA,"p.schooloff@gmail.com",NA,"Директор Губенко Любов Володимирівна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2592","Подільська гімназія Білоцерківської сільської ради Миргородського району Полтавської області",137726,"так","Подільська гімназія","працює","гімназія","Комунальна","5320284001","Полтавська область","с. Поділ, Великобагачанський район, Полтавська область","вулиця Дружби, 38",NA,"Відділ освіти, молоді та спорту виконавчого комітету Білоцерківської сільської ради Миргородського району Полтавської області","(066)6878219",NA,"Podil2012@meta.ua",NA,"В.о. директора Пилипенко Людмила Василівна","ні","так","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2593","Покровська загальноосвітня школа І ступеня Шишацької селищної ради Полтавської області",151325,"так","Покровська ЗОШ","працює","школа","Комунальна","5325782701","Полтавська область","с. Покровське, Шишацький район, Полтавська область","вулиця Новоселівка 2, 12",NA,"Відділ освіти Шишацької селищної ради","(05352)94611, (050)5845383",NA,"kyubschool@ukr.net",NA,"Директор Пужайкіна Алла Михайлівна","ні","так","ні","ні",30,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2594","Пришибський навчально-виховний комплекс ""загальноосвітній навчальний заклад I-III ступенів - дошкільний навчальний заклад"" Шишацької селищної ради Полтавської області",143010,"так","Пришибський НВК","працює","навчально-виховний комплекс (об'єднання)","Комунальна","5325783801","Полтавська область","с. Пришиб, Шишацький район, Полтавська область","вулиця Полтавська, 4",NA,"Відділ освіти Шишацької селищної ради","(05352)94215",NA,"prushub1@ukr.net","http://prуshуb-zosh.pl.sch.in.ua","Директор Безручко Тетяна Олексіївна","ні","так","ні","ні",320,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2595","Опорний заклад ""Решетилівський ліцей імені І.Л. Олійника Решетилівської міської ради""",134369,"так","Опорний заклад ""Решетилівський ліцей ім. І.Л. Олійника""","працює","ліцей","Комунальна","5324255100","Полтавська область","смт Решетилівка, Решетилівський район, Полтавська область","вулиця Покровська, 37",NA,"Відділ освіти Решетилівської міської ради Полтавської області","(0536)321783","(05363)21783","reshet.school@gmail.com","https://reshet-lyceum.e-schools.info/news","Директор Король Ігор Іванович","Опорний заклад","ні","ні","ні",NA,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
"2596","Решетилівська загальноосвітня школа І-ІІ ступенів Решетилівської міської ради",137943,"так",NA,"призупинено","школа","Комунальна","5324255100","Полтавська область","смт Решетилівка, Решетилівський район, Полтавська область","вулиця Грушевського, 33",NA,"Сектор освіти, сім'ї, молоді та спорту Решетилівської районної державної адміністрації","(0536)321632",NA,"reshet_8@ukr.net",NA,"Директор Кісіль Тетяна Віталіївна","ні","ні","ні","ні",1,NA,NA,NA,NA,NA,NA,NA,NA,"unmatched"
